Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Confidence,Lat,Lon
04/08/2024,Koshi,Udaipur,Udayapurgadhi,5,,42,26.94471,86.48269
04/08/2024,Madhesh,Parsa,Paterwasugauli,1,,80,27.21021,84.77376
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,92,27.1891,85.03585
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,77,27.19061,85.02585
04/08/2024,Madhesh,Parsa,Parsagadhi,1,,43,27.21008,84.89619
04/08/2024,Madhesh,Parsa,Jirabhawani,5,,81,27.23231,84.74723
04/08/2024,Madhesh,Rautahat,Gujara,2,,79,27.16145,85.27883
04/08/2024,Madhesh,Rautahat,Gujara,2,,47,27.1719,85.27038
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,80,27.20533,85.04913
04/08/2024,Madhesh,Parsa,SakhuwaPrasauni,1,,70,27.23075,84.87952
04/08/2024,Madhesh,Parsa,SakhuwaPrasauni,1,,74,27.23223,84.86959
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,37,27.25438,84.72072
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,55,27.25521,84.78793
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,74,27.26262,84.73837
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,55,27.2311,85.00841
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,84,27.23261,84.99841
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,68,27.24147,85.00003
04/08/2024,Koshi,Udaipur,Rautamai,4,,70,26.9862,86.67916
04/08/2024,Madhesh,Mahottari,Bardibas,3,,71,27.11164,85.89948
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,55,27.28023,84.80267
04/08/2024,Lumbini,Kapilavastu,Buddhabhumi,9,,71,27.74725,82.95647
04/08/2024,Lumbini,Kapilavastu,Shivaraj,1,,39,27.77342,82.86826
04/08/2024,Lumbini,Arghakhanchi,Sitganga,6,,76,27.89389,83.02588
04/08/2024,Lumbini,Dang,Rajpur,6,,63,27.81111,82.29018
04/08/2024,Lumbini,Arghakhanchi,Sitganga,7,,53,27.89814,82.96494
04/08/2024,Lumbini,Dang,Ghorahi,1,,63,27.94701,82.59288
04/08/2024,Lumbini,Dang,Ghorahi,5,,56,27.96412,82.37347
04/08/2024,Lumbini,left,Rapti Sonari,1,,55,27.94133,82.01238
04/08/2024,Lumbini,Dang,Banglachuli,3,,67,28.03564,82.65615
04/08/2024,Lumbini,Dang,Tulsipur,13,,56,27.99902,82.33279
04/08/2024,Lumbini,Dang,Tulsipur,13,,51,27.99746,82.31915
04/08/2024,Lumbini,left,Narainapur,5,,63,27.9601,81.82313
04/08/2024,Lumbini,Dang,Tulsipur,13,,70,28.02365,82.27324
04/08/2024,Lumbini,Gulmi,Musikot,8,,47,28.17449,83.30711
04/08/2024,Lumbini,Dang,Dangisharan,2,Banke National Park,38,28.04089,82.17995
04/08/2024,Lumbini,left,Rapti Sonari,5,,91,28.07876,81.79959
04/08/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,62,28.11525,81.93334
04/08/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,90,28.11372,81.92016
04/08/2024,Lumbini,Dang,Babai,2,,46,28.19319,82.06947
04/08/2024,Karnali,Salyan,Chhatreshwori,7,,62,28.29369,82.24114
04/08/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,58,28.37029,81.59727
04/08/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,48,28.36561,81.55798
04/08/2024,Karnali,Salyan,Bangad Kupinde,6,,77,28.46309,82.03479
04/08/2024,Karnali,Surkhet,Simta,7,,66,28.45383,81.95637
04/08/2024,Karnali,Surkhet,Simta,7,,42,28.46222,81.94014
04/08/2024,Karnali,Surkhet,Simta,7,,72,28.48729,81.98435
04/08/2024,Lumbini,First name,Putha Uttarganga,12,,98,28.63864,82.75596
04/08/2024,Karnali,Surkhet,Birendranagar,9,,56,28.51443,81.60647
04/08/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,46,28.48522,81.36765
04/08/2024,Karnali,Jajarkot,Chhedagad,13,,86,28.65683,82.0363
04/08/2024,Karnali,Jajarkot,Shiwalaya,1,,84,28.65535,82.02368
04/08/2024,far west,Kailali,Kailari,7,,84,28.54066,80.88889
04/08/2024,Karnali,Jajarkot,Chhedagad,12,,62,28.68674,82.0376
04/08/2024,Karnali,Jajarkot,Shiwalaya,9,,68,28.70263,81.99465
04/08/2024,Karnali,Jajarkot,Chhedagad,1,,51,28.71103,81.97761
04/08/2024,Karnali,Dailekh,Gurans,7,,53,28.68579,81.76273
04/08/2024,far west,Kailali,Kailari,1,,85,28.57747,80.87085
04/08/2024,far west,Kailali,Kailari,1,,63,28.57599,80.85904
04/08/2024,Karnali,Dailekh,Gurans,7,,46,28.70026,81.79844
04/08/2024,Karnali,Dailekh,Gurans,7,,70,28.6989,81.78683
04/08/2024,Karnali,Dailekh,Dungeshwor,4,,71,28.73392,81.74813
04/08/2024,Karnali,Surkhet,Panchpuri,10,,58,28.69094,81.38074
04/08/2024,Karnali,Surkhet,Barahtal,4,,53,28.68936,81.3674
04/08/2024,far west,Kailali,Ghodaghodi,9,,59,28.79357,80.89599
04/08/2024,Karnali,Surkhet,Chaukune,2,,59,28.88527,81.05925
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,29,28.81416,80.34245
04/08/2024,far west,Dottie,Bogtan,1,,64,28.94982,80.99268
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,51,28.86512,80.31566
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,77,28.86369,80.30439
04/08/2024,far west,Dottie,Bogtan,1,,63,28.95925,80.98933
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,52,28.91183,80.30785
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,60,28.9135,80.27895
04/08/2024,far west,surprise,Mangalsen,13,,70,29.02998,81.14905
04/08/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,57,28.9271,80.31123
04/08/2024,far west,Kailali,Chure,6,,61,28.96499,80.53671
04/08/2024,far west,Dottie,Bogtan,3,,76,29.0515,81.08048
04/08/2024,far west,surprise,Mangalsen,1,,38,29.09801,81.136
04/08/2024,far west,surprise,Mangalsen,1,,56,29.09661,81.12451
04/08/2024,far west,Dottie,Badikedar,5,,62,29.06988,80.91016
04/08/2024,far west,Dottie,Jorayal,6,,38,29.06141,80.72537
04/08/2024,far west,surprise,Chaurpati,1,,54,29.13244,81.15003
04/08/2024,far west,Dottie,Jorayal,3,,28,29.10899,80.71692
04/08/2024,far west,Dottie,K I Singh,6,,47,29.15478,80.92795
04/08/2024,far west,Dottie,Jorayal,1,,48,29.13819,80.64037
04/08/2024,far west,Dadeldhura,Alital,3,,78,29.165,80.51376
04/08/2024,far west,Dadeldhura,Parashuram,3,,58,29.18592,80.30089
04/08/2024,far west,bajura,Budhiganga,10,,81,29.31879,81.26041
04/08/2024,far west,Dottie,Dipayal Silgadi,1,,92,29.28411,80.88747
04/08/2024,far west,Dottie,Dipayal Silgadi,1,,78,29.28271,80.87601
04/08/2024,far west,Dadeldhura,Parashuram,3,,70,29.21158,80.30137
04/08/2024,Karnali,mung bean,Chhayanath Rara,6,,53,29.45529,82.17722
04/08/2024,far west,Baitadi,Pancheshwar,3,,56,29.39959,80.33566
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,26,27.51847,84.30921
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,63,27.51658,84.2911
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,45,27.50689,84.1988
04/08/2024,Bagmati,dolakha,Kalinchok,2,,38,27.78522,86.11715
04/08/2024,Gandaki,Nawalpur,Devchuli,6,,39,27.75132,84.15919
04/08/2024,Koshi,Okhaldhunga,Chisankhugadhi,6,,69,27.2612,86.64276
04/08/2024,Koshi,Khotang,Lamidanda,4,,64,27.27761,86.66871
04/08/2024,Koshi,Okhaldhunga,Chisankhugadhi,3,,70,27.27514,86.64064
04/08/2024,Madhesh,twelve,Nijgadh,4,,69,27.1895,85.14919
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,75,27.20641,85.06317
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,74,27.20438,85.04263
04/08/2024,Madhesh,twelve,Nijgadh,4,Parsa National Nikunj,58,27.21883,85.0615
04/08/2024,Madhesh,twelve,Jitpur Simara,1,Parsa National Nikunj,68,27.21679,85.04097
04/08/2024,Bagmati,Ramechap,Ramechhap,3,,39,27.36824,86.19946
04/08/2024,Bagmati,Ramechap,Manthali,6,,63,27.34982,86.00512
04/08/2024,Madhesh,Parsa,SakhuwaPrasauni,1,,41,27.23542,84.85517
04/08/2024,Madhesh,Parsa,Paterwasugauli,1,,72,27.24444,84.78851
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,91,27.25856,84.80644
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,88,27.25663,84.78687
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,63,27.31755,84.77863
04/08/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,57,27.32415,84.79037
04/08/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,57,27.37319,84.66486
04/08/2024,Bagmati,Kavrepalanchok,Roshi,4,,72,27.5092,85.63956
04/08/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,79,27.40528,84.62029
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,79,27.45747,84.49117
04/08/2024,Bagmati,Makwanpur,Parsa Wildlife Reserve,99,Parsa National Nikunj,57,27.49994,84.78248
04/08/2024,Bagmati,Makwanpur,Chitawan National Park,99,Chitwan National Park,26,27.49166,84.70248
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,72,27.48966,84.68318
04/08/2024,Bagmati,Makwanpur,Parsa Wildlife Reserve,99,Parsa National Nikunj,75,27.50632,84.79465
04/08/2024,Bagmati,Makwanpur,Parsa Wildlife Reserve,99,Parsa National Nikunj,54,27.50439,84.77467
04/08/2024,Bagmati,Makwanpur,Chitawan National Park,99,Chitwan National Park,69,27.49669,84.69511
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,70,27.4595,83.97211
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,86,27.5085,84.32854
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,97,27.50665,84.31068
04/08/2024,Koshi,Udaipur,Rautamai,4,,69,26.97795,86.68078
04/08/2024,Koshi,Okhaldhunga,Sunkoshi,9,,40,27.33079,86.38583
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,71,27.46387,84.52016
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,77,27.46392,84.51486
04/08/2024,Gandaki,Baglung,Galkot,9,,8,28.20778,83.37883
04/08/2024,far west,Dottie,Badikedar,3,,42,28.96749,80.97093
04/08/2024,Lumbini,Gulmi,Satyawati,5,,48,28.02507,83.46495
04/08/2024,Bagmati,Chitwan,Kalika,10,,79,27.69267,84.61746
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,61,27.24136,84.99147
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,85,27.23991,85.00143
04/08/2024,Koshi,Udaipur,Rautamai,4,,46,26.98498,86.68959
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,58,27.23249,84.98988
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,84,27.23104,84.99984
04/08/2024,Madhesh,twelve,Jitpur Simara,21,Parsa National Nikunj,66,27.22381,85.04958
04/08/2024,Bagmati,Chitwan,Madi,9,Chitwan Rashtriya Nikunj Intermediate Area,38,27.36133,84.48225
04/08/2024,Koshi,Udaipur,Katari,12,,59,27.05345,86.37727
04/08/2024,Lumbini,Dang,Rajpur,7,,66,27.86827,82.1783
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,68,27.49198,84.59499
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,38,27.49053,84.60514
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,29,27.50908,84.40955
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,82,27.49138,84.46971
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,67,27.48239,84.46832
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,90,27.47517,84.51942
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,68,27.52389,84.10462
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,78,27.46621,84.5179
04/08/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,80,27.42253,84.69701
04/08/2024,Bagmati,Sindhuli,Phikkal,6,,18,27.1553,86.37237
04/08/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,51,27.44524,84.21247
04/08/2024,far west,Dottie,Bogtan,1,,54,28.96698,81.00913
04/08/2024,far west,Dottie,Bogtan,1,,52,28.96627,81.00254
04/08/2024,Karnali,Salyan,Bangad Kupinde,6,,34,28.46551,82.04433
04/08/2024,Gandaki,Baglung,Galkot,9,,14,28.21959,83.3693
04/08/2024,Gandaki,Baglung,Galkot,9,,69,28.2128,83.37309
04/08/2024,Bagmati,Nuwakot,Bidur,13,,66,27.95638,85.08801
04/08/2024,Gandaki,Nawalpur,Bungdikali,6,,59,27.76974,84.05994
04/08/2024,Gandaki,Nawalpur,Madhyabindu,14,,55,27.70992,83.95506
04/08/2024,Koshi,Okhaldhunga,Chisankhugadhi,4,,26,27.30499,86.59904
04/08/2024,Bagmati,Makwanpur,Manahari,8,,87,27.53353,84.82577
04/08/2024,Koshi,Okhaldhunga,Champadevi,6,,95,27.31657,86.28538
04/09/2024,Koshi,Morang,Miklajung,1,,69,26.81478,87.6202
04/09/2024,Koshi,Morang,Miklajung,1,,72,26.81053,87.61349
04/09/2024,far west,Dottie,Bogtan,1,,61,28.96646,80.9944
04/09/2024,far west,Dottie,Bogtan,1,,73,28.96202,81.01685
04/09/2024,far west,Dottie,Bogtan,1,,75,28.95779,81.01132
04/09/2024,far west,Dottie,Badikedar,3,,59,28.95319,80.90475
04/09/2024,far west,Dottie,Badikedar,3,,70,28.94906,80.9263
04/09/2024,Karnali,Jajarkot,Tribeni Nalagad,6,,33,28.83678,82.22941
04/09/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,48,27.27457,84.78562
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,56,28.50873,81.35304
04/09/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,40,28.87451,80.1503
04/09/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,76,28.95457,80.15736
04/09/2024,far west,Kanchanpur,Shuklaphanta National Park,99,Shuklaphanta National Park,69,28.93599,80.31746
04/09/2024,Koshi,Panchthar,Phidim,9,,73,27.10432,87.69887
04/09/2024,Koshi,Udaipur,Rautamai,5,,35,26.97107,86.74471
04/09/2024,Koshi,Taplejung,Meringden,3,,60,27.37992,87.61624
04/09/2024,Koshi,Okhaldhunga,Chisankhugadhi,3,,76,27.28501,86.66901
04/09/2024,Koshi,Okhaldhunga,Chisankhugadhi,3,,77,27.27941,86.66537
04/09/2024,Koshi,Okhaldhunga,Champadevi,3,,59,27.29955,86.29094
04/09/2024,Koshi,Okhaldhunga,Likhu,3,,73,27.36204,86.22585
04/09/2024,Bagmati,Ramechap,Manthali,12,,82,27.47427,86.10512
04/09/2024,Bagmati,Dhading,Thakre,11,,74,27.77129,85.06731
04/09/2024,Gandaki,Myagdi,Beni,2,,65,28.32526,83.55257
04/09/2024,Gandaki,Myagdi,Beni,2,,72,28.32735,83.54676
04/09/2024,Karnali,Pakshami Rukum,Sani Bheri,3,,88,28.67013,82.35589
04/09/2024,Koshi,Dhankuta,Sangurigadhi,1,,49,26.8932,87.33316
04/09/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,70,27.41862,84.7026
04/09/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,77,27.41718,84.69022
04/09/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,38,27.44752,84.60979
04/09/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,28,27.50086,84.62187
04/09/2024,Bagmati,dolakha,Gaurishankar,5,Gourishankar Conservation Area,64,27.73554,86.21115
04/09/2024,Lumbini,Parasite,Bardaghat,5,,36,27.54935,83.81458
04/09/2024,Gandaki,Nawalpur,Gaidakot,3,,23,27.75694,84.37914
04/09/2024,Gandaki,Nawalpur,Gaidakot,3,,66,27.76656,84.37719
04/09/2024,Gandaki,Nawalpur,Madhyabindu,14,,85,27.70983,83.90775
04/09/2024,Lumbini,Rupandehi,Butwal,6,,51,27.70057,83.47283
04/09/2024,Lumbini,Rupandehi,Sainamaina,10,,47,27.76141,83.22427
04/09/2024,Lumbini,Kapilavastu,Banganga,9,,51,27.75074,83.13934
04/09/2024,Lumbini,Kapilavastu,Shivaraj,1,,28,27.74304,82.86029
04/09/2024,Lumbini,Kapilavastu,Shivaraj,1,,73,27.7417,82.84985
04/09/2024,Lumbini,Arghakhanchi,Sitganga,12,,48,27.77909,83.06896
04/09/2024,Lumbini,Kapilavastu,Shivaraj,1,,44,27.75343,82.86914
04/09/2024,Lumbini,Kapilavastu,Shivaraj,1,,82,27.75204,82.8584
04/09/2024,Lumbini,Dang,Gadhawa,8,,81,27.72455,82.57699
04/09/2024,Lumbini,Dang,Gadhawa,8,,45,27.7232,82.56672
04/09/2024,Lumbini,Dang,Gadhawa,5,,25,27.73353,82.57552
04/09/2024,Lumbini,Kapilavastu,Shivaraj,1,,55,27.78277,82.81053
04/09/2024,Lumbini,Arghakhanchi,Sitganga,9,,80,27.80374,82.83253
04/09/2024,Lumbini,Arghakhanchi,Sitganga,10,,71,27.83256,82.91312
04/09/2024,Lumbini,Dang,Rajpur,1,,50,27.79438,82.33978
04/09/2024,Lumbini,Arghakhanchi,Sitganga,7,,49,27.8978,82.98774
04/09/2024,Lumbini,Arghakhanchi,Sitganga,7,,68,27.89651,82.97768
04/09/2024,Lumbini,Dang,Rajpur,6,,81,27.80415,82.27617
04/09/2024,Lumbini,Dang,Rajpur,6,,71,27.81302,82.26878
04/09/2024,Lumbini,Dang,Rapti,4,,44,27.87954,82.70781
04/09/2024,Lumbini,Dang,Rapti,5,,81,27.88451,82.67505
04/09/2024,Lumbini,Pyuthan,Sarumarani,1,,71,27.92683,82.86003
04/09/2024,Lumbini,Dang,Rajpur,7,,75,27.86326,82.16708
04/09/2024,Lumbini,Dang,Ghorahi,2,,53,27.94864,82.53106
04/09/2024,Lumbini,Dang,Ghorahi,2,,71,27.94728,82.5206
04/09/2024,Lumbini,Dang,Rajpur,7,,81,27.90439,82.19479
04/09/2024,Lumbini,Dang,Lamahi,9,,24,27.9335,82.34576
04/09/2024,Lumbini,Dang,Lamahi,9,,60,27.94109,82.33403
04/09/2024,Lumbini,left,Rapti Sonari,1,,67,27.945,82.0226
04/09/2024,Gandaki,Baglung,Bareng,3,,63,28.14063,83.45129
04/09/2024,Lumbini,left,Rapti Sonari,7,,60,28.02648,81.8009
04/09/2024,Lumbini,left,Rapti Sonari,1,Banke National Park,34,28.06786,82.04058
04/09/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,83,28.11374,81.90888
04/09/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,82,28.12935,81.95728
04/09/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,98,28.12802,81.94735
04/09/2024,Lumbini,left,Rapti Sonari,2,Banke National Park,82,28.13936,81.88822
04/09/2024,Karnali,Salyan,Tribeni,1,,29,28.25087,82.17728
04/09/2024,Lumbini,Dang,Babai,2,,64,28.23745,82.07678
04/09/2024,Karnali,Salyan,Kalimati,2,Banke National Nikunj Central Area,75,28.23046,81.94813
04/09/2024,Karnali,Salyan,Kalimati,5,Banke National Nikunj Central Area,31,28.23389,81.90604
04/09/2024,Karnali,Salyan,Kalimati,2,,28,28.29045,81.98888
04/09/2024,Lumbini,left,Baijanath,1,Banke National Park,88,28.29853,81.70371
04/09/2024,Karnali,Salyan,Kalimati,7,Banke National Nikunj Central Area,62,28.33464,81.76921
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,75,28.31885,81.58714
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,74,28.31748,81.57717
04/09/2024,Karnali,Salyan,Bangad Kupinde,8,,63,28.43513,82.03423
04/09/2024,Karnali,Salyan,Bangad Kupinde,8,,47,28.4338,82.02426
04/09/2024,Lumbini,Bardia,Bansagadhi,1,Bardia Rashtriya Nikunj Intermediate Area,31,28.389,81.69123
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,51,28.3726,81.5711
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,12,28.36908,81.47958
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,78,28.38536,81.46634
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,38,28.40245,81.5247
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,33,28.40495,81.41154
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,21,28.40357,81.40157
04/09/2024,Karnali,Salyan,Kumakhmalika,1,,42,28.58154,82.16991
04/09/2024,Karnali,Salyan,Kumakhmalika,1,,100,28.58016,82.15946
04/09/2024,Karnali,Salyan,Kumakhmalika,4,,17,28.59447,82.19861
04/09/2024,Karnali,Salyan,Kumakhmalika,4,,71,28.59316,82.18865
04/09/2024,Karnali,Surkhet,Chingad,2,,97,28.62984,81.84209
04/09/2024,Karnali,Surkhet,Chingad,3,,64,28.63868,81.84037
04/09/2024,Karnali,Jajarkot,Tribeni Nalagad,1,,38,28.76695,82.24996
04/09/2024,far west,Kailali,Dhangadhi,14,,69,28.62217,80.72092
04/09/2024,Karnali,Surkhet,Chaukune,2,,81,28.89831,81.04863
04/09/2024,Karnali,Surkhet,Chaukune,2,,49,28.89692,81.03859
04/09/2024,far west,Dottie,Badikedar,3,,87,28.95381,80.98102
04/09/2024,far west,Kailali,Mohanyal,5,,42,28.93686,80.86078
04/09/2024,far west,Dottie,Bogtan,1,,61,28.96404,80.98945
04/09/2024,far west,Dottie,Badikedar,3,,64,28.96263,80.97941
04/09/2024,far west,Dottie,Badikedar,3,,93,28.95416,80.91922
04/09/2024,far west,Dottie,Badikedar,3,,86,28.95274,80.90917
04/09/2024,far west,Dottie,Bogtan,3,,59,29.06395,81.10883
04/09/2024,far west,Dottie,Bogtan,3,,49,29.07277,81.10722
04/09/2024,far west,Kanchanpur,Bhimdatta,9,,60,29.05706,80.16116
04/09/2024,far west,Kanchanpur,Bhimdatta,9,,77,29.08536,80.1599
04/09/2024,far west,Kanchanpur,Bhimdatta,9,,57,29.08641,80.1561
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,49,28.32458,81.58654
04/09/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,40,28.32666,81.59772
04/10/2024,Koshi,Elam,Mai,2,,63,26.7,87.90162
04/10/2024,Bagmati,Sindhuli,Dudhouli,5,,64,27.04172,86.19122
04/10/2024,Bagmati,Sindhuli,Kamalamai,12,,51,27.19684,85.99611
04/10/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,50,27.37164,84.66736
04/10/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,43,27.39821,84.79195
04/10/2024,Madhesh,Parsa,Chitwan National Park,99,Chitwan National Park,55,27.41056,84.687
04/10/2024,Bagmati,Makwanpur,Parsa Wildlife Reserve,99,Parsa National Nikunj,43,27.44452,84.73965
04/10/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,57,27.49648,84.55642
04/10/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,55,27.49276,84.67816
04/10/2024,Koshi,Khotang,Lamidanda,2,,44,27.2625,86.68481
04/10/2024,Koshi,Thirteenth,Aathrai,7,,90,27.16667,87.66851
04/10/2024,Bagmati,Lalitpur,Bagmati,2,,42,27.50364,85.27634
04/10/2024,Gandaki,Nawalpur,Madhyabindu,14,,52,27.65758,83.93655
04/10/2024,Lumbini,Kapilavastu,Banganga,9,,66,27.75325,83.14675
04/10/2024,Lumbini,Rupandehi,Sainamaina,10,,61,27.75568,83.23242
04/10/2024,Koshi,Sankhuvasabha,Panchakhapan,4,,57,27.30927,87.22766
04/10/2024,Gandaki,Nawalpur,Hupsekot,5,,64,27.73696,84.04526
04/10/2024,Lumbini,Dang,Ghorahi,2,,45,27.95458,82.53609
04/10/2024,Lumbini,Gulmi,Satyawati,4,,59,28.01287,83.49249
04/10/2024,Lumbini,Dang,Tulsipur,8,,61,28.15681,82.26758
04/10/2024,Bagmati,Sindhupalchok,Helambu,4,,73,27.87106,85.51698
04/10/2024,Bagmati,Sindhupalchok,Helambu,5,,69,27.87238,85.50614
04/10/2024,Gandaki,Baglung,Bareng,3,,47,28.14234,83.45294
04/10/2024,Gandaki,Baglung,Bareng,3,,76,28.14276,83.45872
04/10/2024,Lumbini,Gulmi,Isma,4,,62,28.21556,83.19569
04/10/2024,Gandaki,Gurkha,Sulikot,8,,59,28.05667,84.73199
04/10/2024,Gandaki,Sanja,Aandhikhola,5,,76,28.16982,83.83012
04/10/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,79,28.43037,81.53471
04/10/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,78,28.42969,81.5407
04/10/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,28,28.43169,81.5182
04/10/2024,Gandaki,Myagdi,Malika,6,,59,28.42298,83.39082
04/10/2024,Gandaki,Myagdi,Malika,5,,70,28.42447,83.37932
04/10/2024,Karnali,Surkhet,Chingad,3,,77,28.63572,81.83484
04/10/2024,far west,Dadeldhura,Alital,2,,37,29.19207,80.50636
04/10/2024,Koshi,Panchthar,Miklajung,8,,50,26.91858,87.56538
04/10/2024,Koshi,Udaipur,Rautamai,7,,35,26.90639,86.63841
04/10/2024,Koshi,Khotang,Barahapokhari,1,,41,26.96541,86.784
04/10/2024,Koshi,Thirteenth,Aathrai,7,,52,27.168,87.66291
04/10/2024,Bagmati,Sindhuli,Kamalamai,13,,65,27.06726,86.01192
04/10/2024,Bagmati,Sindhuli,Phikkal,6,,77,27.14812,86.34673
04/10/2024,Koshi,Khotang,Lamidanda,3,,58,27.26012,86.67778
04/10/2024,Madhesh,Rautahat,Chandrapur,4,,83,27.12905,85.34469
04/10/2024,Madhesh,twelve,Kolhabi,8,,66,27.12859,85.10825
